time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,1035.158959505981,4310.079293542222,1575.4600318081073,3081.4878430983663,2346.011101853602
2018,1063.4191928911725,4450.24391160265,1612.1926454183847,3157.7501537750773,2370.795344719795
2019,1090.5160116095587,4584.95414552842,1647.325734395972,3230.7520817575496,2394.0664485698258
2020,1116.4538830569486,4714.239319579529,1680.8632332679242,3300.5015801770182,2415.8247983469123
2021,1141.2430262599685,4838.157513742617,1712.8165109070978,3367.0217650873014,2436.0769870894665
2022,1164.929697178147,4956.94224393598,1743.2447285082915,3430.433768259902,2454.869137851036
2023,1187.571881157068,5070.8854161626805,1772.2222712996927,3490.8898218870827,2472.2599656512134
2024,1209.2303366775748,5180.294452702013,1799.8266833907944,3548.5484494942566,2488.310779869046
2025,1229.968438293805,5285.492037085523,1826.138327838248,3603.573728555382,2503.085164692097
2026,1249.848393454737,5386.798387024514,1851.2351912481156,3656.124578214486,2516.6446428615673
2027,1268.9201906878895,5484.478257201334,1875.1780193511672,3706.3242016638974,2529.0363635918716
2028,1287.2325848288492,5578.79488720574,1898.0247636757945,3754.289688024362,2540.3049652385475
2029,1304.8367719227285,5670.028796541419,1919.8352211264803,3800.1414615031445,2550.496318809192
2030,1321.786438031754,5758.479211336118,1940.6707913285709,3844.0026929742976,2559.6572229209983
2031,1338.136421488816,5844.458940715291,1960.5923435601358,3885.994818323273,2567.8335224204147
2032,1353.9380860555927,5928.27325861283,1979.6537173506267,3926.224097762229,2575.0646279303705
2033,1369.2430221468892,6010.2396809349275,1997.9061761179146,3964.7906197465213,2581.387024485841
2034,1384.1046541360745,6090.697868804704,2015.4000012940655,4001.7914144283905,2586.8353944807063
2035,1398.5785607783816,6170.0134990171455,2032.1843198606125,4037.3199254725596,2591.442263277735
2036,1412.7179698691548,6248.558153839336,2048.300658342577,4071.4526481497937,2595.23252129976
2037,1426.5594188990467,6326.638754165179,2063.7641232422507,4104.210577022183,2598.207990769417
2038,1440.1373612655138,6404.570924612516,2078.582186881458,4135.59757654773,2600.362690569862
2039,1453.4891384816024,6482.704790539307,2092.7608698109275,4165.612945216125,2601.6877802144454
2040,1466.654996881568,6561.4252954993535,2106.3047018754737,4194.251318405199,2602.1715034394047
2041,1479.6636718476752,6641.075267706766,2119.199351177391,4221.467540376336,2601.7854981875093
2042,1492.4884820914212,6721.713686843256,2131.3606358289962,4247.074169632127,2600.4453703458216
2043,1505.0881295352513,6803.312883868379,2142.688998203363,4270.853345144793,2598.055693564814
2044,1517.4192254824059,6885.812024495628,2153.0880546201124,4292.595408596965,2594.5259762461924
2045,1529.4342920459362,6969.093011813481,2162.46565974198,4312.102172383139,2589.772858241537
2046,1541.1089118019815,7053.122773669408,2170.7672950635856,4329.25465628259,2583.746679516653
2047,1552.5310321475029,7138.475980978972,2178.0717556051018,4344.202762257483,2576.5021976231374
2048,1563.8165163920507,7225.875954994215,2184.4915631984145,4357.1645833743305,2568.120971101011
2049,1575.0796274797046,7316.025438092791,2190.1404264609687,4368.361571726056,2558.686905614879
2050,1586.4326033720495,7409.602313109074,2195.1332499987043,4378.0187243653145,2548.2864648638924
2051,1597.968342844012,7507.150230577518,2199.5696586683757,4386.332673798009,2536.9974091388194
2052,1609.7069751655943,7608.730829546258,2203.485808254561,4393.379435668799,2524.85717440443
2053,1621.6449546250392,7714.219009774481,2206.9049432978986,4399.213887717055,2511.8993390965843
2054,1633.7731516824713,7823.422003297941,2209.8533735280575,4403.900207932438,2498.163933085315
2055,1646.0784161678866,7936.097917271092,2212.3597202513592,4407.509502983732,2483.6958144630003
2056,1658.5466971855628,8051.985303878782,2214.4553355064595,4410.11958235252,2468.5436958262344
2057,1671.1687834162055,8170.850540756379,2216.1768895781033,4411.818799646797,2452.7604923169006
2058,1683.9369006177008,8292.472593985809,2217.5615157833986,4412.695990139848,2436.3992072586047
2059,1696.8441663388924,8416.644507944507,2218.6450159190335,4412.836474829073,2419.5110803755483
2060,1709.8852341344948,8543.181247446635,2219.4614979790467,4412.320960404739,2402.144864847388
2061,1723.0291911333866,8671.733362102112,2220.0214985220773,4411.184756167881,2384.3338243434546
2062,1736.1371106077218,8801.209722207204,2220.2481228666766,4409.300024654887,2366.0593363532257
2063,1749.0448810189805,8930.347936491027,2220.0436617232904,4406.49983913963,2347.290381304888
2064,1761.591391997762,9057.912465028669,2219.3112248685716,4402.617971669469,2327.995765505201
2065,1773.6189593443266,9182.699414825573,2217.9545999408238,4397.488395605626,2308.143763879483
2066,1784.9983136501164,9303.713449509618,2215.8971036109656,4390.979790450409,2287.7125695291797
2067,1795.7025860218823,9420.691105856866,2213.1375178362973,4383.097993388184,2266.721356997404
2068,1805.7319108545344,9533.570965297291,2209.692189046507,4373.879486532722,2245.1975850158346
2069,1815.0880620644905,9642.313198072683,2205.576124391337,4363.356910408909,2223.166678839592
2070,1823.7740420776206,9746.894846100256,2200.803149046758,4351.559590364871,2200.6524155685834
2071,1831.8156171464088,9847.460816818088,2195.402531681966,4338.544163100534,2177.6863727940654
2072,1839.3259899457264,9944.781315774628,2189.4678821598595,4324.484139187385,2154.335078566086
2073,1846.4384804290041,10039.774391783882,2183.1065897650547,4309.577464697473,2130.672149238375
2074,1853.2839976530418,10133.345005226169,2176.4232008227677,4294.016285856494,2106.7693140275815
2075,1859.9906191445943,10226.380903519344,2169.519397746785,4277.987063991564,2082.6965828085254
2076,1866.6472558203698,10319.493804261092,2162.4669964449668,4261.621358859291,2058.5075381845263
2077,1873.1972024530828,10412.262690332589,2155.2284395458882,4244.850703974655,2034.1957909054574
2078,1879.5489090847477,10504.019217329285,2147.7400529770052,4227.55885257397,2009.740878072222
2079,1885.6124871780437,10594.106664056691,2139.9394557627193,4209.631888729413,1985.1233408281569
2080,1891.2998415843715,10681.880751380668,2131.7656890680314,4190.958483976137,1960.3247896673502
2081,1896.5500313169837,10766.889684712836,2123.178218771093,4171.464621238279,1935.3383183063354
2082,1901.4039390445944,10849.404579471697,2114.2128005083696,4151.215624071592,1910.1991177461623
2083,1905.9265291372217,10929.867200966517,2104.923317206566,4130.30994765743,1884.9525320343707
2084,1910.1812749895546,11008.708160915716,2095.3626830613184,4108.844333052957,1859.643563607075
2085,1914.2301288364117,11086.346581781843,2085.5828516362667,4086.9138477257075,1834.3168511446675
2086,1918.1257716570522,11163.134937883868,2075.629043885992,4064.60136900129,1809.013469782415
2087,1921.8886787968509,11239.196017329856,2065.5226196835724,4041.9463307964384,1783.7614998828956
2088,1925.5307940847865,11314.591091984854,2055.278789925371,4018.9770821751385,1758.5856866084791
2089,1929.0633492656027,11389.375464988325,2044.9124656553756,3995.721581538559,1733.5105878180752
2090,1932.4968834630727,11463.598609153383,2034.4382716822502,3972.2074344988523,1708.560518166736
2091,1935.8325789547644,11537.242606906371,2023.8640665517798,3948.4500749803474,1683.7559308093034
2092,1939.0367120674566,11610.040604753509,2013.1718404085402,3924.417901275286,1659.1028799330807
2093,1942.0675587630387,11681.668040516362,2002.3378182581198,3900.068989795356,1634.6039655366435
2094,1944.8842298407567,11751.805469511468,1991.3390526751261,3875.363140211652,1610.2618720775995
2095,1947.446699540492,11820.138813193958,1980.1534324899956,3850.261899005721,1586.0792988801968
2096,1949.7158270967525,11886.359561831363,1968.759685161987,3824.7285706303223,1562.0588879091704
2097,1951.653372322662,11950.16493817923,1957.1373738369064,3798.728218033457,1538.2031503852536
2098,1953.222006571813,12011.258031077157,1945.2668902793805,3772.2276546367652,1514.514393814165
2099,1954.3853206556394,12069.347909577162,1933.1294450255136,3745.1954301405967,1490.9946510680152
2100,1955.1078314761412,12124.149729590674,1920.7070562167526,3717.6018127327816,1467.6456131872462
