time,Sum_steel_outflow,Sum_conc_outflow,Sum_engwood_outflow,Sum_dimlum_outflow,Sum_masonry_outflow
2017,5.116214659634088,21.362076793321165,7.854413038258361,15.376816678624454,11.906179799363573
2018,5.292085525640468,22.09640230451931,8.124410001815988,15.905397718631866,12.315457027049002
2019,5.470287501323113,22.84046105547288,8.397985685082128,16.44098492404342,12.730159087893796
2020,5.6506746706213375,23.593643793000474,8.674916077712645,16.983139743179276,13.149946413867251
2021,5.833092801578397,24.355306542055207,8.954964402805949,17.531398630853072,13.574460084504754
2022,6.017379441380557,25.124771002715562,9.237881262828262,18.085273333932403,14.003322047705293
2023,6.203364120410807,25.901325402609597,9.523404952941446,18.64425150441881,14.43613559363671
2024,6.390868655865519,26.68422576548212,9.811261927268994,19.207797611552028,14.87248605933572
2025,6.579707547864431,27.47269756661038,10.101167407318439,19.775354131567394,15.311941747000574
2026,6.769688461471426,28.2659377478407,10.3928261225704,20.346342995175863,15.754055040001962
2027,6.960612787699966,29.063117063621927,10.685933172757009,20.92016727178382,16.198363699702597
2028,7.152276275811373,29.863382726230647,10.980175000241555,21.496213067111373,16.6443923242332
2029,7.344469728241569,30.665861314349332,11.275230459490498,22.07385160795372,17.091653948111336
2030,7.536979748431682,31.469661904736295,11.570771969088183,22.65244148457616,17.539651758827407
2031,7.72958953077818,32.273879382297665,11.866466730224248,23.231331018040123,17.987880904096524
2032,7.922079680925081,33.077597879724905,12.16197799417895,23.809860716728867,18.435830360937203
2033,8.114229053752736,33.87989429420515,12.456966360144536,24.387365783697227,18.882984835649463
2034,8.305815595725303,34.679841825797126,12.751091083811032,24.963178634360606,19.32882666200741
2035,8.496617177786211,35.476513480042556,13.044011376605445,25.536631382575298,19.772837663807827
2036,8.68641240477831,36.26898547644573,13.335387675342682,26.10705825248093,20.214500947219552
2037,8.874981387445844,37.05634050472193,13.624882862386212,26.67379787368953,20.65330258855944
2038,9.062106463476614,37.83767077231366,13.91216341727227,27.236195418562623,21.088733183841295
2039,9.24757285477907,38.61208078967121,14.196900482130857,27.79360454249663,21.520289228079434
2040,9.431169249277183,39.37868984423141,14.47877082517511,28.34538909135348,21.94747429482584
2041,9.61268829693675,40.13663411990826,14.757457689008646,28.89092454445139,22.36979998946061
2042,9.79192701150795,40.88506842619557,15.032651513511082,29.429599166788556,22.786786653916348
2043,9.968687071550564,41.62316750954663,15.304050526563934,29.960814850406074,23.197963805276657
2044,10.142775016674886,42.35012692946837,15.571361199817078,30.483987631849345,23.602870295904882
2045,10.314002337535484,43.06516349250151,15.834298571021899,30.998547880487966,24.001054188916623
2046,10.482185460906164,43.76751524878348,16.09258643905848,31.503940160780306,24.39207234910306
2047,10.647145634082753,44.456441067938165,16.34595744259942,31.999622780320777,24.775489756193355
2048,10.80870871583933,45.13121982333218,16.594153038252276,32.48506704440129,25.150878553977286
2049,10.966704884132621,45.79114922598505,16.836923398920412,32.95975624671264,25.517816856036937
2050,11.120968273639479,46.43554436133723,17.07402725788422,33.42318443446997,25.87588733499057
2051,11.271336558951928,47.06373599336332,17.30523172864935,33.87485499441583,26.224675628993467
2052,11.417650501779397,47.67506871089102,17.530312134809325,34.31427911375953,26.56376860456635
2053,11.559753482759618,48.26889900022555,17.749051887957112,34.74097417680034,26.89275252055027
2054,11.697491040410133,48.84459333605206,17.96124245496075,35.1544621638125,27.211211142016463
2055,11.830710441322157,49.40152638895236,18.16668345864463,35.554268123444494,27.518723857004336
