time,Sum_steel_inflow,Sum_conc_inflow,Sum_engwood_inflow,Sum_dimlum_inflow,Sum_masonry_inflow
2017,9.42327179090717,5.9760259041520465,13.979484294335103,32.19439403867381,6.628164279425258e-16
2018,9.305361235409286,5.9111108556499925,13.811378067952507,31.78580121266672,4.112974728850461e-16
2019,9.170418313337299,5.837132565766195,13.621014636578018,31.317311637956895,4.740385304092977e-16
2020,9.013334456371037,5.751055391748293,13.40211612860632,30.770906975119626,3.5530690034679698e-16
2021,8.828721549464326,5.649628030934779,13.148497814914055,30.127427406806458,2.1318414020807818e-16
2022,8.610302755092127,5.528954625476511,12.853311735214348,29.364441990021405,2.8424552027743755e-16
2023,8.35454682038922,5.386775838602143,12.514632111876868,28.468586792897934,4.112974728850461e-16
2024,8.05965783416947,5.221783761642793,12.134148071241643,27.43203046093543,2.8424552027743755e-16
2025,7.72543413472089,5.033480546598903,11.717109314781611,26.25190255639741,6.628164279425258e-16
2026,7.353345233062904,4.8221715747373235,11.272479653036042,24.930470687325105,5.684910405548751e-16
2027,6.946391513946206,4.588816946837342,10.812502860380294,23.474608821394455,4.4377817629657723e-16
2028,6.511377867152382,4.336497077851529,10.35562628154456,21.903464055889856,4.740385304092977e-16
2029,6.057768678022087,4.069689233708813,9.923771754315132,20.244532159274733,0.0
2030,5.5968598469393305,3.793780994268087,9.539476901127362,18.530899582735483,3.5530690034679698e-16
2031,5.140651044865365,3.5144219450078427,9.222041065138557,16.797639620521295,1.7765345017339849e-16
2032,4.700359783801943,3.2366737156292382,8.982876928134244,15.077349615796432,1.7765345017339849e-16
2033,4.2878976273939,2.966263317051614,8.827282423687992,13.405581773559472,2.3701926520464885e-16
2034,3.913678130194281,2.708398682888247,8.751967515022729,11.81432427039798,1.4863554033594564e-16
2035,3.5852939570481768,2.467173720889156,8.745745999686632,10.328725982687137,2.0564873644252306e-16
2036,3.307190907633684,2.245619377143856,8.793274451770486,8.967002379736044,2.3701926520464885e-16
