time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,1028.8859675476494,4284.689366329713,1576.3272378659,3097.7621560420675,2352.7285511443097
2018,1047.879978873986,4376.273597841917,1606.2427232087762,3150.3546917619487,2366.440124521684
2019,1066.5619686475538,4465.676824030508,1636.815693035268,3202.2647310637426,2379.3926082084586
2020,1084.9111260990612,4552.654511164709,1668.2209362996066,3253.475436849386,2391.5242504221656
2021,1102.897481616737,4636.899886396391,1700.6459138606153,3303.949664817357,2402.758899291855
2022,1120.4787899465316,4718.031618609695,1734.28272612577,3353.6205230738524,2413.003235045853
2023,1137.606619520453,4795.62537361167,1769.3333281907626,3402.4076811218297,2422.1540643977723
2024,1154.229260841925,4869.232226760009,1806.0073501138165,3450.2242063735066,2430.102637056904
2025,1170.2935955792227,4938.394395747958,1844.5152464147002,3496.9798452900864,2436.738388516047
2026,1185.7464182996464,5002.660885632688,1885.0571367873256,3542.582054425521,2441.9527079892914
2027,1200.5344999113559,5061.600333423436,1927.805371472036,3586.9326002134644,2445.642121570145
2028,1214.6111971774062,5114.841984047917,1972.9007994316783,3629.943342545262,2447.7178705129795
2029,1227.940169494072,5162.102746016566,2020.4450619259999,3671.5439656604176,2448.112293547169
2030,1240.497438630796,5203.20485965335,2070.4925842021285,3711.685499452331,2446.7830280308954
2031,1252.271068802037,5238.081073449113,2123.0407512896613,3750.3375131720254,2443.7143240924547
2032,1263.2570932239958,5266.763501536347,2178.0124906251376,3787.4743628356146,2438.914643590669
2033,1273.463768101657,5289.3962962968735,2235.273010199194,3823.089257963387,2432.419430652473
2034,1282.911320717682,5306.225514339905,2294.6419149631415,3857.1961054928856,2424.2886261784574
2035,1291.6294378523887,5317.5775269525375,2355.903031186313,3889.825229228297,2414.601541475099
2036,1299.6558586648503,5323.838331318287,2418.821915413613,3921.02342300795,2403.451857940697
2037,1307.0374692371113,5325.437746484347,2483.1767950807302,3950.8630085774703,2390.943617838746
2038,1313.82310428971,5322.8142077866905,2548.7494692158707,3979.421958825223,2377.1831312223057
2039,1320.0602112748684,5316.394565921465,2615.326520689923,4006.7757946561305,2362.2742613721302
2040,1325.7934911850834,5306.582153440286,2682.7049841663447,4032.995339647737,2346.3155847111057
2041,1331.0636568511231,5293.748305963771,2750.694139454783,4058.1439775088893,2329.3983953414013
2042,1335.9060284818083,5278.226645710947,2819.1121283889324,4082.273445013325,2311.605407277112
2043,1340.3516491978821,5260.3141641078155,2887.7934770751267,4105.428159754205,2293.01092092265
2044,1344.427701862765,5240.272297744668,2956.590970293863,4127.646645625262,2273.68104863349
2045,1348.157706731566,5218.32875291553,3025.374705406058,4148.961833726908,2253.674144865804
2046,1351.5663333553516,5194.6867453020095,3094.058147089924,4169.418427201929,2233.04267173876
2047,1354.6930532712768,5169.54590642422,3162.679463943323,4189.123684798781,2211.8371856720914
2048,1357.5787491893295,5143.084410343035,3231.318078324379,4208.196860345876,2190.103072918815
2049,1360.261721344315,5115.456800558523,3300.065368085274,4226.7532229468225,2167.8803567562522
2050,1362.7781747580327,5086.798041575138,3369.0229521779456,4244.904926483053,2145.204657610685
2051,1365.1607670297767,5057.224620591358,3438.2893933436662,4262.754659216667,2122.107592543584
2052,1367.4334069563831,5026.830674725929,3507.923493705955,4280.375129004738,2098.616270154005
2053,1369.6171899620633,4995.697874186612,3577.9785432526314,4297.830914752799,2074.7552251635207
2054,1371.7324790228015,4963.899678280212,3648.5132200851745,4315.185901852594,2050.547296113165
2055,1373.7990766664307,4931.502873569618,3719.5908308045564,4332.50355850864,2026.013997478263
2056,1375.8340300257241,4898.566039943109,3791.2636774683783,4349.838250228114,2001.175338270155
2057,1377.8446959924281,4865.132229163074,3863.527131676646,4367.208503884878,1976.0486209347418
2058,1379.8357619090334,4831.238316258253,3936.363408865078,4384.6235220099725,1950.650157184633
2059,1381.8116302502485,4796.918447614969,4009.7560527175187,4402.092111496069,1924.9959262527266
2060,1383.7764602120405,4762.204555504381,4083.6895459873326,4419.6227100868955,1899.101711477467
2061,1385.732107531428,4727.124314064795,4158.13547783445,4437.215406728969,1872.9827869331264
2062,1387.6719364211217,4691.694191919836,4233.012138787461,4454.838203098912,1846.652749356728
2063,1389.5871903268144,4655.927283293883,4308.225154109194,4472.451260257828,1820.124918452338
2064,1391.4691104682386,4619.836007643885,4383.680857092291,4490.014934756355,1793.4128362985127
2065,1393.3089457575095,4583.4322785812665,4459.286125070741,4507.489772142254,1766.530323252924
2066,1395.1009592422868,4546.731155486537,4534.967612130401,4524.847962056285,1739.4921353513412
2067,1396.8514290284224,4509.761473999703,4610.729767892438,4542.107718602417,1712.3158280188977
2068,1398.569599720492,4472.555295135242,4686.596307245566,4559.298680090096,1685.0199424140733
2069,1400.2646565758482,4435.144422432104,4762.59057062577,4576.4503259471085,1657.6234169325214
2070,1401.9457038880191,4397.560417743798,4838.735321946775,4593.591882648026,1630.1456019636394
2071,1403.6201937338774,4359.832781815348,4915.042564816429,4610.746312006006,1602.6059524976297
2072,1405.2891684841973,4321.983392689263,4991.482790338416,4627.912123255907,1575.023068199621
2073,1406.9517026903964,4284.031675554266,5068.013718898711,4645.08036104935,1547.4155880017047
2074,1408.6063721926605,4245.996272706675,5144.589863834299,4662.240235340112,1519.8024727515271
2075,1410.25117919658,4207.894890515923,5221.162142646467,4679.378853390312,1492.2029665465905
2076,1411.8820907503625,4169.7425103657015,5297.668549450979,4696.4756549185495,1464.6362689752796
