time,Sum_steel_inflow,Sum_conc_inflow,Sum_engwood_inflow,Sum_dimlum_inflow,Sum_masonry_inflow
2017,24.434096675817617,114.91911571081886,37.29491547916816,68.77773927768058,26.328565507239826
2018,24.311361707971233,113.65809097369689,38.06278870713683,68.62732236468929,26.02703040456999
2019,24.178392881924527,112.22038530914881,38.99461976904032,68.48477010393519,25.682642774349908
2020,24.026808912493852,110.54726059206803,40.10460394761614,68.33200178587231,25.281588627709237
2021,23.847295988935283,108.57583438704957,41.405175703329625,68.14824289073941,24.80910895405703
2022,23.627415240582884,106.23087081844238,42.90072448449773,67.90325360142761,24.247657801942314
2023,23.360809070062228,103.46865576293933,44.600842536972856,67.58307879886812,23.586964945396417
2024,23.04402051532195,100.26385555388019,46.512930506289706,67.1805765054928,22.821058718775475
2025,22.67545435577298,96.60683879238142,48.6375272723925,66.69186371177967,21.94769320601037
2026,22.25483023734847,92.50359060336453,50.964001905472415,66.11406774040759,20.96837451330793
2027,21.781924943818325,87.97291453939559,53.46427918989345,65.44089668771801,19.887777280164297
2028,21.263119104462415,83.07456660124399,56.1065434021671,64.68182512895369,18.720141267282532
2029,20.708505156503072,77.89533784127296,58.8512647806114,63.85404353357433,17.486076982473268
2030,20.130231058319577,72.53967005869119,61.65089879485591,62.97825094422424,16.21038624252945
2031,19.54012141509469,67.1171672285855,64.44807146998018,62.072329762713856,14.919176965332552
2032,18.945924788081165,61.72628005945597,67.1679874835689,61.14040193613425,13.636149859194832
2033,18.359641967044944,56.47812463949641,69.752586985509,60.20065081941735,12.38777189725616
2034,17.79302091873668,51.47367934136442,72.15592516391628,59.27310089625368,11.198022188052859
2035,17.255297955154873,46.79233279379257,74.34188149111485,58.373495829345806,10.085752960884392
2036,16.754303008294197,42.492788054717074,76.29184558786183,57.51763462186405,9.064817412465384
2037,16.298962069480417,38.61795061265915,78.01815009239449,56.730378650881605,8.145062486614382
2038,15.8910050856969,35.175529889262044,79.52403188687474,56.01671920238245,7.328246567690159
2039,15.52882899843145,32.15304666750343,80.8139446959146,55.37355308722369,6.611419377626842
2040,15.209475044560179,29.52610298756366,81.89801572994489,54.79554217147261,5.988797633846785
2041,14.928746745210065,27.26183898184335,82.78817191234621,54.274617665874594,5.452610619874615
2042,14.681047552489993,25.321696918456794,83.49296409575531,53.79851680100176,4.993798589505772
2043,14.461901147624879,23.6682215901554,84.02847298618877,53.35931854313499,4.603477450768277
2044,14.267252936889763,22.265054538295747,84.41266170658304,52.95054189658281,4.272998006728387
2045,14.093250962345556,21.077683068391778,84.66255557020611,52.56602158285543,3.9941504211891683
2046,13.940860144792738,20.080855390909324,84.82124304303899,52.21697190732705,3.760599222358071
2047,13.82470295628456,19.270246964775595,85.01315761404153,51.965405117408636,3.5700036894099774
2048,13.74601571020108,18.62367993331183,85.27929092559005,51.822786664147515,3.4167658005720676
2049,13.702045436671941,18.116822155705123,85.6313444660784,51.784615020948756,3.295100693447142
2050,13.690530433088494,17.729410411774666,86.07931317270626,51.84726987939854,3.2001881898180873
2051,13.7077603787131,17.442298831934494,86.61990220578647,52.00079097501414,3.1276105616142336
2052,13.74482671507629,17.232482582082977,87.21311953592337,52.21471231862817,3.0724462149395566
2053,13.79875899184343,17.086851880397244,87.85322854585533,52.48042701262666,3.0317075300971417
2054,13.868669905566549,16.996562931175987,88.54539957989964,52.796769838481545,3.003282091885914
2055,13.953845951637819,16.954318280998855,89.29404997378464,53.162856849818176,2.985425221806483
2056,14.05138011146652,16.951293159712446,90.08797067578091,53.56912241631836,2.9762046436573026
2057,14.151431671616374,16.971346713740246,90.87003362656559,53.979267936990375,2.972479064874249
2058,14.251181590303222,17.007694036456556,91.62689246705877,54.38351154564388,2.9728135828208613
2059,14.350196453195863,17.057002593948475,92.35969345305253,54.78100242140255,2.9764207977610098
2060,14.448085510702912,17.11645903284515,93.0692030019352,55.170918973236915,2.982638139246799
2061,14.5423992273201,17.181211753635555,93.7423657334356,55.544463679103565,2.9904772445820167
2062,14.624501928581509,17.239469508253574,94.32573405112264,55.869105890706784,2.9977689984584264
2063,14.692131392011834,17.287282792873054,94.80650897567364,56.13656931477027,3.0037321030181765
2064,14.745147656813419,17.323416276168373,95.18528301690449,56.34662460531658,3.008072880358769
2065,14.78342570364215,17.346823091989762,95.46250638010247,56.499050757224204,3.0105430136713602
2066,14.809853575314511,17.360133687603906,95.65788773639136,56.60510158599796,3.0115428804451385
2067,14.836328759356848,17.376642060731424,95.84918497531787,56.71043683755195,3.0133303210273747
2068,14.86571092725459,17.39913298737237,96.05566146479863,56.826148375958375,3.016346384813474
2069,14.897847194361049,17.42695992447741,96.27698255824893,56.951785173017704,3.0204442845042587
2070,14.93257922386944,17.459554786385567,96.51265986284051,57.08685115693479,3.0254971302915763
2071,14.968196791439148,17.494605118246433,96.75207680347532,57.22489742318381,3.0310809678408632
2072,14.998255068197826,17.524325522685917,96.95392813859708,57.34135686327913,3.0358281293278764
2073,15.020777821541689,17.54620384192309,97.1057225098131,57.428731873673385,3.039288324363582
2074,15.035288744902264,17.559517053311097,97.20461349323135,57.485248934189336,3.0413239232075293
2075,15.041271789310512,17.56352496518473,97.24745687131661,57.50897423241924,3.0417964974872014
2076,15.036789142979204,17.555851620413886,97.22188209583653,57.49253100762691,3.0402861392499227
2077,15.015881765581085,17.52944742539526,97.08948926607157,57.413161437443804,3.0355651510872046
2078,14.976923521100902,17.48233916635073,96.8398687278937,57.26466935655258,3.0272862618239436
