time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,409.24058012622305,214.38558102913794,615.3305946948861,1404.35988716134,4.502219341985666e-14
2018,416.9076302142732,219.14012928408667,626.857053638983,1430.6607834613205,4.502219341985666e-14
2019,424.48477064023245,223.78469345055285,638.2590962993091,1456.6748323209838,4.502219341985666e-14
2020,431.9699753771875,228.30675397441794,649.5357064386669,1482.3989892042327,1.0005442313765803e-13
2021,439.35837111349986,232.69060066826523,660.6818820614963,1507.8209074983831,4.502219341985666e-14
2022,446.64089321475825,236.91669430847062,671.6865999791207,1532.9142462187156,4.502219341985666e-14
2023,453.80661167481566,240.9632898969338,682.5362898971589,1557.646540828888,5.225171834340914e-14
2024,460.8437048581388,244.8073815815102,693.2162551465382,1581.9823846203262,4.502219341985666e-14
2025,467.73992295578955,248.42550792169516,703.7112983813821,1605.8847989928706,2.6518751281008203e-14
2026,474.4827255407391,251.79455075943181,714.0058228913294,1629.3154211581596,5.225171834340914e-14
2027,481.0587793208884,254.89238716564745,724.0829250892275,1652.2324223618527,5.225171834340914e-14
2028,487.4561917795082,257.6999945664283,733.9276247388353,1674.5978890877093,5.225171834340914e-14
2029,493.6655928099691,260.20283858642995,743.5283563947601,1696.3812799666591,2.6518751281008203e-14
2030,499.68061339340187,262.3917781788951,752.8775616383175,1717.5608790750096,6.806715843862249e-14
2031,505.4974579235579,264.26332749397176,761.9709203123217,1738.1222008256639,2.6518751281008203e-14
2032,511.1129049419594,265.8190746612898,770.8041818156221,1758.0510014659117,1.0005442313765803e-13
2033,516.5263025719509,267.0663419339886,779.3762047049229,1777.3403977296405,6.268886574507918e-14
2034,521.7398248140036,268.01767079336753,787.6894050709823,1795.9920669261192,5.225171834340914e-14
2035,526.7578585131794,268.68971668278544,795.7489151656292,1814.014482106095,4.502219341985666e-14
2036,531.5870238310747,269.1021937403887,803.5627697270082,1831.42340853658,6.806715843862249e-14
2037,536.2375062848567,269.27707738798784,811.1441904178884,1848.247030445724,5.225171834340914e-14
2038,540.7202188877769,269.23678906782396,818.5073236343992,1864.5162836802879,6.806715843862249e-14
2039,545.0456549135572,269.0031576271822,825.6655760383616,1880.2610472639758,5.225171834340914e-14
2040,549.2235835299961,268.59680808686545,832.6312442734313,1895.5092318185862,5.225171834340914e-14
2041,553.2626700541326,268.03672615550016,839.4149949740571,1910.2855280448255,5.824190016864546e-14
2042,557.1698784542482,267.339962223244,846.0249650642071,1924.609321648074,5.225171834340914e-14
2043,560.951108947613,266.5216905652395,852.4678060229963,1938.496947730739,5.225171834340914e-14
2044,564.611413366567,265.59526542380166,858.7490443376853,1951.9624173477698,6.806715843862249e-14
2045,568.1550445967584,264.5723142107657,864.8731634710997,1965.0175350277261,6.268886574507918e-14
2046,571.5879929469812,263.46322582912774,870.847676653361,1977.6808321494102,5.225171834340914e-14
2047,574.9254118065671,262.27826732625044,876.6951036776459,1990.0038303349788,5.225171834340914e-14
2048,578.1842646644039,261.0266225247322,882.4411793887366,2002.044827368623,4.502219341985666e-14
2049,581.3809919754887,259.71626537978153,888.1110705529949,2013.8605335400412,4.502219341985666e-14
2050,584.5316326406676,258.3541674581782,893.7295364017856,2025.5064377411386,4.502219341985666e-14
2051,587.6508884607193,256.94634777790725,899.3193815218153,2037.0334391202202,3.694754436927412e-14
2052,590.7491092935603,255.49765473473443,904.8965329737857,2048.4771340027637,5.225171834340914e-14
2053,593.8354798393982,254.01229178828876,910.4751565843468,2059.8690961199172,2.6518751281008203e-14
2054,596.9191039755112,252.49404189794265,916.0693921958185,2071.2406943926994,4.502219341985666e-14
2055,600.0090421893262,250.94634622002673,921.6933989625396,2082.623202999611,3.4784962909103705e-14
2056,603.1130327664039,249.37221710944218,927.3592619766971,2094.043262652836,3.4033579219311246e-14
2057,606.2335558023912,247.77383767856833,933.0705666107314,2105.508969626284,3.4784962909103705e-14
2058,609.3717159891013,246.1530651169283,938.8286832078052,2117.0236222341623,3.70872331259909e-14
2059,612.5285511892113,244.51161541782733,944.6348859045623,2128.59034242766,7.219612396207364e-14
2060,615.7050348015586,242.85108956125347,950.4903509368564,2140.212076889457,3.4784962909103705e-14
2061,618.900899009869,241.17286108288903,956.3942314356249,2151.8874409164296,2.9473944185633703e-14
2062,622.1111325237744,239.4776974658801,962.3379286930845,2163.5983765810106,4.866495822524514e-14
2063,625.3295431424104,237.7661838109917,968.3108879911076,2175.322739358413,2.612585917170457e-14
2064,628.5499400310008,236.03886852453832,974.3025251784518,2187.038466422856,2.592718055318824e-14
2065,631.7661326651659,234.29627180937064,980.3022248023983,2198.7235680033637,2.612585917170457e-14
2066,634.9736218663727,232.53908350417703,986.3021076081066,2210.362074203073,2.912095008432273e-14
2067,638.1746808919397,230.7687404868678,992.3053568524742,2221.9618935347803,2.5525184414483435e-14
2068,641.3732570586872,228.98685336458448,998.3178932408592,2233.5368343593636,2.9473944185633703e-14
2069,644.5732623024518,227.19501693844066,1004.3455784409318,2245.100584475404,5.381181363039937e-14
2070,647.7785584667305,225.394810820711,1010.3941895295427,2256.666660393788,2.612585917170457e-14
2071,650.992067435801,223.58770034998895,1016.4679584055223,2268.2452828840173,2.612585917170457e-14
2072,654.2130778541252,221.77473399025772,1022.5651489838707,2279.8339270062907,2.9473944185633703e-14
2073,657.4397533145814,219.95682431385114,1028.682162998339,2291.426148819117,2.912095008432273e-14
2074,660.6699646415786,218.1348389049014,1034.814904726969,2303.0145118782743,1.2863483834244762e-14
2075,663.9012506331652,216.30959223687563,1040.9587177594967,2314.590450292256,2.612585917170457e-14
2076,667.1299942058464,214.4817486070515,1047.1070328108535,2326.1413805616858,1.3259375640504102e-14
2077,670.3491222056718,212.651558778503,1053.247586535224,2337.642643093877,2.612585917170457e-14
2078,673.550535011845,210.8191262250481,1059.3664112119689,2349.0660330295236,2.9473944185633703e-14
2079,676.7258972459175,208.98448839110824,1065.4491375057385,2360.382572654724,3.4033579219311246e-14
2080,679.866635711742,207.14760821768817,1071.4809958014005,2371.5625018864507,2.912095008432273e-14
2081,682.9669360332387,205.3087008392021,1077.451753046662,2382.585768950477,1.3259375640504102e-14
2082,686.032743281278,203.46923169652104,1083.3705415735262,2393.4735232889116,1.3259375640504102e-14
