time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,1706.8085884843365,4658.96098065211,2746.5926365292894,5930.263450479323,2352.72855114437
2018,1737.6301576059652,4758.962460055038,2799.7499913656866,6027.874764303551,2366.440124521892
2019,1767.836665405972,4856.588880517336,2853.5822465455735,6122.567872104699,2379.3926082083453
2020,1797.050655832972,4951.5737865556575,2908.6789280912353,6214.016832029935,2391.5242504221874
2021,1825.371169892755,5043.582855967648,2964.5723216683887,6301.819416454293,2402.7588992917426
2022,1852.7118866651708,5132.200454954573,3022.3835371385803,6385.483935016827,2413.0032350459815
2023,1878.9870424078101,5216.964058604293,3081.698155496918,6464.465857424973,2422.154064397741
2024,1904.1064953468601,5297.384329342743,3142.893704832765,6538.190151414674,2430.1026370571794
2025,1927.5632784321451,5372.962267310591,3206.4684513887455,6606.071291953755,2436.7383885161926
2026,1949.702997886719,5443.206260053722,3272.3694316036463,6667.533961488393,2441.9527079894974
2027,1970.7777963497751,5507.885278161545,3340.882688355299,6722.031574096369,2445.64212156996
2028,1989.9168595750523,5566.2875903729955,3411.6055586391744,6769.095767375876,2447.717870513008
2029,2007.6690605930278,5618.021697223721,3487.790604534379,6808.370050977516,2448.1122935473686
2030,2023.8467140166722,5663.044033424807,3565.583873167243,6839.632331110006,2446.7830280310723
2031,2037.5439535583691,5701.281237454746,3646.4222234654926,6862.802893789791,2443.714324092308
2032,2050.124559350211,5732.768244269824,3731.3561910815433,6877.934356837881,2438.9146435905677
2033,2061.6146285089544,5757.649006072056,3816.9976365241546,6885.2236706301155,2432.419430652175
2034,2069.5642997902914,5776.205151477935,3904.953429529066,6884.997812682209,2424.288626178221
2035,2076.283358896487,5788.7924665398805,3997.2595928506903,6877.68626307612,2414.601541475299
2036,2081.8699728970523,5795.831674746641,4091.202772929054,6863.793131944898,2403.4518579405444
2037,2087.0822972721103,5797.7913077170615,4185.0951547796285,6843.872621564792,2390.943617838597
2038,2089.7854180534346,5795.149295600024,4281.659971252958,6818.48878119899,2377.183131222449
