time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,1029.9650108404649,4307.273002810816,1580.8942999051997,3059.6601839427267,2346.011101853602
2018,1058.0844073525452,4447.361435304017,1617.7800321296638,3135.333549690314,2370.795344719795
2019,1085.0462268531342,4581.998622540883,1653.0599444851039,3207.771047079097,2394.0664485698258
2020,1110.8549188038537,4711.213876333623,1686.7379882401756,3276.9805645992055,2415.8247983469123
2021,1135.5206563441086,4835.065248625789,1718.8255786567363,3342.985038441258,2436.0769870894665
2022,1159.089470784609,4953.786129948934,1749.3821157055872,3405.904674819254,2454.869137851036
2023,1181.6190655786934,5067.668269141463,1778.4822843061656,3465.890543830858,2472.2599656512134
2024,1203.169905021526,5177.0189236803535,1806.2039404179338,3523.0999591265613,2488.310779869046
2025,1223.805058321663,5282.160605046805,1832.6277696329857,3577.6957461025504,2503.085164692097
2026,1243.5864356750455,5383.413361824466,1857.8320707085795,3629.835611096944,2516.6446428615673
2027,1262.5637918513305,5481.041812286265,1881.8778310940388,3679.6418162648274,2529.0363635918716
2028,1280.7856572342575,5575.309062628036,1904.8232317166871,3727.2305561390244,2540.3049652385475
2029,1298.3029951112953,5666.495491987943,1926.7283050785009,3772.721334801205,2550.496318809192
2030,1315.1692510594626,5754.900178943755,1947.6546913953587,3816.2363818396097,2559.6572229209983
2031,1331.4390227950762,5840.835781405551,1967.6634966701251,3857.8962046813776,2567.8335224204147
2032,1347.1634572620642,5924.607430827872,1986.8087668376397,3897.806250075747,2575.0646279303705
2033,1362.3939347003256,6006.532499257484,2005.141959013636,3936.065839329897,2581.387024485841
2034,1377.183669405993,6086.950498096066,2022.7135416522444,3972.771257881411,2586.8353944807063
2035,1391.5880301552413,6166.226947533035,2039.572820952239,4008.0152309251303,2591.442263277735
2036,1405.6600584750515,6244.733278391069,2055.761468537587,4041.8736630324297,2595.23252129976
2037,1419.4361999348448,6322.77630406234,2071.294626208853,4074.3673793074013,2598.207990769417
2038,1432.9508394278348,6400.671546001785,2086.1797670534725,4105.500203763593,2600.362690569862
2039,1446.2412497993182,6478.769017206266,2100.4229024684,4135.271427692732,2601.6877802144454
2040,1459.3476086306584,6557.4535396094325,2114.028543026927,4163.675713234964,2602.1715034394047
2041,1472.298649354789,6637.067849939679,2126.9822587228587,4190.6682333237595,2601.7854981875093
2042,1485.0679541542534,6717.670987010252,2139.199490541805,4216.062959610939,2600.4453703458216
2043,1497.6145503903933,6799.235381427959,2150.580244465265,4239.643677457473,2598.055693564814
2044,1509.8953694497,6881.700305744231,2161.0277173053946,4261.202314911865,2594.5259762461924
2045,1521.8632481999339,6964.947783448035,2170.4493680896794,4280.542187136079,2589.772858241537
2046,1533.4939508739749,7048.9448023347,2178.7904391802294,4297.5452166460655,2583.746679516653
2047,1544.8750907961512,7134.265785652467,2186.1300119949337,4312.360156617369,2576.5021976231374
2048,1556.1220675323916,7221.633730711332,2192.5810280530814,4325.2034315119645,2568.120971101011
2049,1567.348679510074,7311.751061123901,2198.257622635376,4336.294800716795,2558.686905614879
2050,1578.6666999842805,7405.295347433093,2203.2751344400467,4345.857543261675,2548.2864648638924
2051,1590.1686314913172,7502.80998281882,2207.733568169043,4354.0867934321295,2536.9974091388194
2052,1601.8744803384236,7604.356554160737,2211.6692274954344,4361.057998482296,2524.85717440443
2053,1613.780646224555,7709.809977823654,2215.105466032896,4366.825635412968,2511.8993390965843
2054,1625.8779449547055,7818.97752025993,2218.068722318621,4371.453414675705,2498.163933085315
2055,1638.1531714076878,7931.617335889138,2220.5877611084347,4375.011925667525,2483.6958144630003
2056,1650.5922138591914,8047.468027608628,2222.6940915167365,4377.578411290245,2468.5436958262344
2057,1663.1857791778648,8166.296010392998,2224.4245613018193,4379.24057828033,2452.7604923169006
2058,1675.9260081278899,8287.88028338948,2225.816481833062,4380.086611219552,2436.3992072586047
2059,1688.8059356451336,8412.013920959145,2226.9058255213863,4380.201206643004,2419.5110803755483
2060,1701.8201350982454,8538.511912758095,2227.7268611847894,4379.6644809672935,2402.144864847388
2061,1714.9377129177522,8667.024904982343,2228.29019846572,4378.511502728897,2384.3338243434546
2062,1728.020149250877,8796.462170855233,2228.5187037248775,4376.615455281604,2366.0593363532257
2063,1740.9038310460087,8925.561793334053,2228.314353694213,4373.8107350372875,2347.290381304888
2064,1753.428140079127,9053.088697770456,2227.5799448768494,4369.932431197273,2327.995765505201
2065,1765.4358777265581,9177.839446161213,2226.2189512511313,4364.815831847723,2308.143763879483
2066,1776.7981676194304,9298.819075604773,2224.1544410147203,4358.330661200241,2287.7125695291797
2067,1787.4881865035773,9415.764203947328,2221.385207588023,4350.482736668725,2266.721356997404
2068,1797.5060291366021,9528.613415955268,2217.9276660491046,4341.308281483737,2245.1975850158346
2069,1806.8534311738902,9637.326879837114,2213.7968839009436,4330.839705804284,2223.166678839592
2070,1815.5333583290967,9741.88163140143,2209.006739515168,4319.106129378367,2200.6524155685834
2071,1823.5714665921469,9842.422506610084,2203.58660591943,4306.163770815392,2177.6863727940654
