time,Sum_steel_outflow,Sum_conc_outflow,Sum_engwood_outflow,Sum_dimlum_outflow,Sum_masonry_outflow
2017,8.531002289047771,23.2022359885798,13.716815019159382,29.68511487019351,11.90617979936327
2018,8.824257138636975,23.999817327140544,14.188333181855327,30.705546421064522,12.315457027049252
2019,9.121398983457562,24.807970340352686,14.666101160547447,31.739503451830107,12.730159087894307
2020,9.422184516624766,25.626033293113398,15.149727747332308,32.78613933361573,13.14994641386606
2021,9.726356564959517,26.453306737465734,15.638799439000342,33.84455918731364,13.5744600845033
2022,10.033644247452601,27.289053943792712,16.132880691861544,34.91382043487286,14.003322047705286
2023,10.343763315492916,28.132501826682912,16.631514468889286,35.99293398289408,14.436135593638014
2024,10.656416659088464,28.982842322801936,17.134223053888153,37.08086598351551,14.872486059336188
2025,10.97129496727557,29.839234188955743,17.640509113805894,38.176540131335685,15.31194174699978
2026,11.288077531720955,30.70080519078483,18.149856991659572,39.27884045789126,15.754055040002854
2027,11.606433181938813,31.566654651007624,18.661734211666644,40.386614583126324,16.19836369970154
2028,11.926021339262668,32.435856322683364,19.175593176186936,41.498677378779426,16.644392324233284
2029,12.246493175078953,33.30746154857958,19.69087303154371,42.61381499286971,17.0916539481112
2030,12.567492857052716,34.18050266293167,20.20700167704603,43.73078917822261,17.53965175882731
2031,12.88865886529336,35.0539965870716,20.72339788879648,44.84834186170467,17.987880904096464
2032,13.209625358740492,35.926948565899515,21.239473527332972,45.96519988495439,18.435830360937043
2033,13.530023570584929,36.79835598820509,21.75463579597439,47.080079842227946,18.882984835647527
2034,13.849483210367543,37.66721223067713,22.268289515043893,48.19169293680417,19.3288266620066
2035,14.167633849588855,38.53251046324703,22.779839376062977,49.29874977448849,19.772837663807174
2036,14.484106267287148,39.39324735239445,23.2886921396459,50.399965011350616,20.21450094722059
2037,14.798533732151473,40.248426599334465,23.794258741262343,51.494061773104285,20.653302588561733
2038,15.110553198378113,41.097062251742976,24.295956270352868,52.579775765663,21.088733183839157
2039,15.419806393681839,41.93818173093555,24.793209790521537,53.65585900047453,21.52028922807895
2040,15.725940779654525,42.77082852123174,25.285453971715484,54.72108306431887,21.947474294827607
2041,16.028610367022164,43.594064474629945,25.772134509432266,55.7742418713345,22.369799989458276
2042,16.32747637126951,44.4069716918239,26.25270931104213,56.8141538450657,22.786786653916337
2043,16.622207697542386,45.208653949906356,26.72664943520773,57.83966349017101,23.19796380527938
2044,16.91248124764723,45.99823765771034,27.193439777048457,58.84964232689779,23.602870295906815
2045,17.197982046277556,46.77487233140363,27.652579499008947,59.842989176301224,24.001054188914054
2046,17.478403188213623,47.53773059547064,28.1035822152047,60.818629800106784,24.392072349104456
2047,17.75344561307413,48.28600772729715,28.545975945187006,61.77551591580731,24.77548975618999
2048,18.02281771912891,49.01892077693333,28.979302861391727,62.71262362459794,25.150878553977826
2049,18.28623483259709,49.735707306909845,29.403118862842373,63.628951306733796,25.517816856034788
2050,18.543418553639775,50.43562380992983,29.816993015772052,64.52351705540977,25.875887334993365
2051,18.794096004786766,51.11794387450671,30.220506909510807,65.39535573590553,26.224675628990965
2052,19.03799901171444,51.78195617989433,30.61325398309606,66.24351577115465,26.563768604564764
2053,19.274863250012572,52.426962411681444,30.994838884441506,67.0670557677313,26.892752520549102
2054,19.504427394761507,53.05227519797799,31.364876929398555,67.86504110722235,27.211211142018286
2055,19.726432312328175,53.65721617303321,31.722993732581198,68.63654063685927,27.518723857002573
2056,19.94062033572965,54.24111428026618,32.068825085310195,69.38062359995841,27.814863851530088
2057,20.146734666190152,54.80330443000351,32.40201715843069,70.09635695109417,28.099196400481183
2058,20.344518944122036,55.34312662867678,32.72222710906085,70.78280320299324,28.37127733279083
2059,20.533717032711014,55.85992569588491,33.029124170543085,71.4390189519404,28.630651729727226
2060,20.714073056602103,56.35305168361192,33.32239130404556,72.06405422612211,28.876852914356196
2061,20.885331736903236,56.82186110812297,33.60172748842071,72.65695279692449,29.109401788933162
2062,21.04723906187828,57.26571909970063,33.86685072213888,73.21675358687895,29.327806574910504
2063,21.199543330324477,57.68400256852302,34.11750180739655,73.74249329981802,29.531563007567087
2064,21.341996601733687,58.07610447665122,34.35344898186888,74.2332103889394,29.720155034000847
2065,21.474377255458446,58.44143929627946,34.574493458025195,74.68795046690173,29.893056059402582
2066,21.59670391284002,58.779449723048835,34.780475923377104,75.10577324869247,30.04973078213706
2067,21.708535372919254,59.08961470015865,34.97128404741041,75.48576110271999,30.18963765316041
2068,21.809670950344366,59.371458794062264,35.146861032078924,75.8270292680813,30.31223198962763
2069,21.899929098429084,59.624562945366655,35.30721523245196,76.12873777596727,30.416969766079315
2070,21.979151895294283,59.84857659886813,35.4524308621519,76.39010509026315,30.503312099216433
2071,22.047210052785545,60.043231194036544,35.58267978433748,76.61042345612321,30.570730433815296
2072,22.10397959458661,60.208354971317426,35.69823437291394,76.78907591520374,30.61871242764809
2073,22.14941900091885,60.34388901995831,35.799481410095986,76.92555491184154,30.646768522203477
2074,22.18352815063919,60.449904459342214,35.88693696515409,77.01948237537859,30.654439173410683
2075,22.205076221381795,60.526620607755326,35.963082095249575,77.07063111978138,30.64130270237975
2076,22.21515858396998,60.57442394997325,36.02764654445155,77.07894735248952,30.606983710323675
2077,22.214001258749104,60.59388766802839,36.0788296119234,77.04457403012307,30.551161984374275
2078,22.20177387126197,60.58579144817114,36.119552410927085,76.9678747395101,30.4735818020346
2079,22.178775294539918,60.55114122175202,36.15232751264687,76.84945771895298,30.374061521734955
2080,22.145433534713614,60.491188439118545,36.18001102357506,76.69019956751896,30.2525033256574
2081,22.102231298408423,60.407448414466785,36.20340471559116,76.49126812042681,30.108902959050774
2082,22.049752959784787,60.301717216999435,36.22353433125909,76.25414389766783,29.943359288141387
2083,21.988635657756962,60.17608652104082,36.24307863864477,75.98063946241363,29.756083477005458
2084,21.92120078894702,60.03295576652048,36.26377179550507,75.67291595745502,29.547407563034845
2085,21.845123011110232,59.875040923303935,36.291970190606094,75.33349602399548,29.317792191579358
2086,21.762256020876755,59.70537910029982,36.331131348792916,74.96527225004274,29.067833253726626
2087,21.676937178478454,59.52732819546798,36.38457707678344,74.5715102480388,28.798267157751646
2088,21.588619658613318,59.344560748400255,36.44793164389133,74.15584542618609,28.509974455335996
2089,21.4984617898983,59.16105113596199,36.53855877114881,73.72227249832103,28.203981539035325
2090,21.40783053763492,58.98105524673533,36.64914859312569,73.2751267765938,27.881460128492105
2091,21.32163816959558,58.809081785222986,36.7906210645801,72.8190563133179,27.54372427038287
2092,21.242879463871727,58.64985439573866,36.995462274052855,72.35898400711957,27.192224591890366
2093,21.16944641796094,58.50826386277248,37.22324795069963,71.9000588681439,26.82853957043967
2094,21.10173010156383,58.3893097437668,37.50741666030042,71.44759575201029,26.454363614359814
2095,21.034277767998326,58.30016624246948,37.84045858617016,71.00700302705104,26.071491790846153
2096,20.987898989492912,58.243768877188245,38.242414667424626,70.58369783880178,25.68180108988549
2097,20.958935845665565,58.222959779594206,38.696609597738586,70.18300888430454,25.28722817638844
2098,20.93079900586791,58.244331321307925,39.22547763079876,69.81006691079784,24.88974365827876
2099,20.917005035722614,58.31189121334291,39.835328423285276,69.4696835123855,24.491322986178794
2100,20.924192448710606,58.42966989955536,40.55612817073826,69.16621921678919,24.093914200832646
