time,Sum_steel_stock,Sum_conc_stock,Sum_engwood_stock,Sum_dimlum_stock,Sum_masonry_stock
2017,413.08860997982003,221.9249387996288,623.6689122278749,1421.794514167966,5.716657260138181e-14
2018,424.7732541016691,229.69772615348134,641.22277525543,1461.845938897049,2.6518751281008203e-14
2019,436.2218100125444,237.33278992791224,658.4208825784865,1501.0853615730723,5.0643586499033444e-14
2020,447.43686570052097,244.83282189082092,675.2670649579097,1539.5214977330932,5.0643586499033444e-14
2021,458.42182279237085,252.20127294745853,691.7663639719281,1577.1658093024146,9.430784897886736e-14
2022,469.1876713936859,259.44678179875683,707.935214484426,1614.0557309948365,5.0643586499033444e-14
2023,479.74704020984836,266.5793939680728,723.7924958024932,1650.2342524651283,5.716657260138181e-14
2024,490.1121647115944,273.60931640074983,739.3564730694076,1685.7429376348362,2.6518751281008203e-14
2025,500.29491508241125,280.5470171447865,754.644834594813,1720.6220058421984,5.0643586499033444e-14
2026,510.30427821753153,287.4016798334136,769.6709015345488,1754.901681192511,3.805069832600208e-14
2027,520.1387464065509,294.1763171273204,784.4321828900166,1788.5760826096573,7.333314074482955e-14
2028,529.7938166729737,300.8727299272812,798.9216437868397,1821.628923344067,5.0643586499033444e-14
2029,539.2644680581635,307.4932299402987,813.1314230106037,1854.0419846403422,5.0643586499033444e-14
2030,548.5451182722097,314.0407261712808,827.0527613794885,1885.7949455371806,4.3145436421261385e-14
2031,557.6326266250858,320.520843478297,840.6805064975588,1916.8756484382527,0.0
2032,566.5354325962322,326.9482326310576,854.0268294561449,1947.3113660603835,4.3145436421261385e-14
2033,575.2644461805513,333.34077935986585,867.1075238236142,1977.1375388609658,4.3145436421261385e-14
2034,583.8299409435648,339.7177068759422,879.9373286723536,2006.387096210415,5.0643586499033444e-14
2035,592.2414924040048,346.0996632867002,892.5298293622128,2035.0902177802514,3.805069832600208e-14
2036,600.5048401966405,352.50658134340006,904.8927471484961,2063.263586875125,5.0643586499033444e-14
2037,608.6126270126844,358.9508843719459,917.0140622745482,2090.878768969922,5.0643586499033444e-14
2038,616.5539025363438,365.4435563284515,928.8763083906485,2117.8948124969884,5.0643586499033444e-14
2039,624.3175152991765,371.9959725171611,940.4616943850297,2144.2699391709784,5.0643586499033444e-14
2040,631.8925009679839,378.6194594886223,951.7527292371219,2169.9629931162076,2.6518751281008203e-14
2041,639.2667574423124,385.3233450972002,962.7302937014385,2194.929089114128,2.6518751281008203e-14
2042,646.4222977263685,392.1099596427843,973.3666130726934,2219.103680928401,5.716657260138181e-14
2043,653.3413765103287,398.97794096427515,983.6345057316701,2242.4236941301283,5.0643586499033444e-14
2044,660.0088144746136,405.9230026768624,993.510918194042,2264.835638485338,2.6518751281008203e-14
2045,666.4123587475945,412.93748455266086,1002.9775029964762,2286.2969821758047,3.805069832600208e-14
2046,672.5495892074066,420.0162150755211,1012.0309211196808,2306.7995946425317,2.6518751281008203e-14
2047,678.4476616841547,427.1756461807467,1020.7121703836145,2326.4362803927897,1.0819864628098057e-13
2048,684.1422217905674,434.4371203733716,1029.0750541063253,2345.329039053306,6.33453115595898e-14
2049,689.6702708272045,441.8212976079524,1037.175506179293,2363.6047857801136,4.3145436421261385e-14
2050,695.0697842572879,449.3485875345471,1045.0709778286266,2381.3939245901847,4.3145436421261385e-14
2051,700.3751767832191,457.03534010799336,1052.8136649229612,2398.8149719452367,4.3145436421261385e-14
2052,705.6046659301248,464.8810814017646,1060.431754295132,2415.932115955603,2.6518751281008203e-14
2053,710.7725634988242,472.88104907230445,1067.9476482031662,2432.7965231048206,8.629087284252277e-14
2054,715.8930885374244,481.03077626231624,1075.3835799670785,2449.459019546795,5.0643586499033444e-14
2055,720.9800994760478,489.32640115812507,1082.7611846154123,2465.969082117452,9.430784897886736e-14
2056,726.0462894738472,497.76418861395956,1090.1002869410204,2482.372070611508,5.929773054274397e-14
2057,731.1011976647764,506.3385241958785,1097.4159498607062,2498.702548236938,6.33453115595898e-14
2058,736.1529872966379,515.0439285891787,1104.7211022364365,2514.9902096492974,5.0643586499033444e-14
2059,741.2090419918952,523.8757315389057,1112.0274213921343,2531.2618641413073,2.6518751281008203e-14
2060,746.2759735892823,532.8300242266462,1119.3453492858848,2547.541466687911,5.3037502562016406e-14
2061,751.355410812841,541.8987306797673,1126.6778765404288,2563.83611415436,5.752724856168185e-14
2062,756.4313167032402,551.0548194978294,1134.0018121952899,2580.09389410244,5.929773054274397e-14
2063,761.4826908955208,560.2665600573273,1141.2865628709847,2596.246253668324,5.929773054274397e-14
2064,766.4878315905479,569.5023230391364,1148.5004351053128,2612.2222020707018,5.716657260138181e-14
2065,771.4243780368408,578.7305543748672,1155.610703314823,2627.948461377563,5.0643586499033444e-14
2066,776.2733052679622,587.9243258833375,1162.5895179462875,2643.3627521529197,2.6518751281008203e-14
2067,781.0308624694266,597.0751498670903,1169.431552267419,2658.453449095302,4.3145436421261385e-14
2068,785.696859571766,606.1793413746942,1176.1367050298732,2673.220634267569,6.33453115595898e-14
2069,790.2707748988001,615.2333888716307,1182.7043566006855,2687.6631793066044,5.0643586499033444e-14
2070,794.7517913198018,624.233892788988,1189.133428115283,2701.778884706153,5.752724856168185e-14
2071,799.1422384840382,633.1814924813268,1195.4274733645236,2715.5759217289956,6.33453115595898e-14
2072,803.4578941470628,642.0928225324969,1201.6099087777395,2729.107022180688,3.750317771880069e-14
2073,807.717835036451,650.9886205829971,1207.7090225385566,2742.4357807852953,5.0643586499033444e-14
2074,811.9410346792075,659.8896936070076,1213.7529505106854,2755.6253745521994,5.0643586499033444e-14
2075,816.1463538550074,668.8168513936102,1219.76966462824,2768.7385441887454,5.0643586499033444e-14
2076,820.3461426608637,677.7833838334038,1225.777517039671,2781.816387269621,2.6518751281008203e-14
2077,824.5270532585156,686.7725918766115,1231.7568730217638,2794.814759044268,2.6518751281008203e-14
