time,Sum_steel_outflow,Sum_conc_outflow,Sum_engwood_outflow,Sum_dimlum_outflow,Sum_masonry_outflow
2017,2.798447316127921,19.61434771416381,3.557955369427279,8.038165884052665,11.90617979936327
2018,2.894644482529803,20.28859470107312,3.680260771694733,8.314479387136267,12.315457027049252
2019,2.9921167102907926,20.971778606934347,3.8041872912807215,8.594455333553057,12.730159087894307
2020,3.090784186808137,21.66334002435194,3.9296334541745277,8.87786447226501,13.14994641386606
2021,3.1905625508834277,22.362687664819212,4.056492003280242,9.16446448697165,13.5744600845033
2022,3.2913629447093555,23.06919872323069,4.184649964561957,9.454000145343528,14.003322047705286
2023,3.393092125489683,23.782219660566188,4.313988789093205,9.746203619403184,14.436135593638014
2024,3.495652631526444,24.501067368674462,4.444384564525375,10.040794962106865,14.872486059336188
2025,3.5989429989127517,25.22503069025628,4.575708291191192,10.337482728892377,15.31194174699978
2026,3.7028580252387053,25.9533722690505,4.707826218457575,10.635964733696008,15.754055040002854
2027,3.807289076531677,26.685330703939858,4.840600236772856,10.935928928364314,16.19836369970154
2028,3.9121244332365985,27.42012297777707,4.973888320410329,11.23705439315329,16.644392324233284
2029,4.017249670513081,28.156947128024083,5.1075450153392055,11.539012424439994,17.0916539481112
2030,4.122548067550248,28.894985122239845,5.241421966043131,11.841467704069563,17.53965175882731
2031,4.227901040024381,29.633405897384932,5.3753684745184245,12.14407953305325,17.987880904096464
2032,4.33318858928727,30.371368518103058,5.509232084164844,12.44650311072928,18.435830360937043
2033,4.438289761403046,31.108025405785007,5.642859180876709,12.748390839090163,18.882984835647527
2034,4.543083108779718,31.842525587541548,5.77609560338244,13.049393630841493,19.3288266620066
2035,4.647447146889539,32.574017912356815,5.908787254802098,13.349162198963556,19.772837663807174
2036,4.751260798464279,33.30165418083287,6.04078070751987,13.64734830515944,20.21450094722059
2037,4.854403817603734,34.0245921351816,6.171923793825623,13.943605944642492,20.653302588561733
2038,4.956757186463904,34.741998257587845,6.302066175381348,14.237592445286081,21.088733183839157
2039,5.058203477604958,35.453050327821536,6.431059885431244,14.528969460256498,21.52028922807895
2040,5.158627175682826,36.156939695048116,6.558759838793792,14.817403834893545,21.947474294827607
2041,5.2579149529629685,36.852873224190006,6.685024306057326,15.1025683307882,22.369799989458276
2042,5.355955894114009,37.54007488387514,6.809715350033788,15.384142192720743,22.786786653916337
2043,5.452641666889005,38.21778695088192,6.932699224384999,15.661811547328927,23.19796380527938
2044,5.547866636608807,38.8852708149542,7.053846736413268,15.935269626021716,23.602870295906815
2045,5.6415279237978115,39.541807377721284,7.173033578250651,16.204216808680904,24.001054188914054
2046,5.733525405861726,40.186697050039974,7.290140633068455,16.468360489005452,24.392072349104456
2047,5.823761665305143,40.81925936313373,7.405054265406764,16.72741476687405,24.77548975618999
2048,5.912141888628956,41.43883222019783,7.51766660724765,16.981099977710837,25.150878553977826
2049,5.998573721683578,42.04477082638219,7.627875853972782,17.22914207344113,25.517816856034788
2050,6.082967088847622,42.636446346009,7.7355865868126665,17.471271874099497,25.875887334993365
2051,6.165233984911918,43.21324434623575,7.84071014074744,17.707224213396405,26.224675628990965
2052,6.245288249942157,43.77456309590716,7.943165039021572,17.936737005459598,26.563768604564764
2053,6.323045338637295,44.319811796815344,8.04284658261516,18.159550263452893,26.892752520549102
2054,6.398422096767653,44.84840883182034,8.139672928953793,18.375405103759768,27.211211142018286
2055,6.47133655814678,45.359780120128,8.233615193395465,18.584042771846654,27.518723857002573
2056,6.541707776248437,45.85335767436882,8.324623023245087,18.78520372774898,27.814863851530088
2057,6.60945570501834,46.32857845692527,8.41265656880424,18.978626830332786,28.099196400481183
2058,6.6744896237629305,46.78488363418903,8.49768775469426,19.164048660075043,28.37127733279083
2059,6.736739041815759,47.221718327139506,8.579701796624128,19.341203020089736,28.630651729727226
2060,6.796127359616128,47.63853195485032,8.658698992430349,19.50982065453358,28.876852914356196
2061,6.852577990913336,48.03477926435042,8.734696815906286,19.66962922238695,29.109401788933162
2062,6.906015847911852,48.40992213573974,8.80785530491735,19.82035356296118,29.327806574910504
2063,6.956367814688932,48.76343224566692,8.8784296825036,19.961716287363274,29.531563007567087
2064,7.003563365798025,49.09479466523919,8.94630279342579,20.093438727574615,29.720155034000847
2065,7.047535340733559,49.40351246014806,9.01158078424776,20.215242271781413,29.893056059402582
2066,7.088220883619675,49.68911235120922,9.074428207644107,20.32685011110735,30.04973078213706
2067,7.125562555969232,49.951151482483006,9.134429145845958,20.42798941891861,30.18963765316041
2068,7.15950962861686,50.18922533152226,9.19306731440005,20.518393979321218,30.31223198962763
2069,7.189824120876782,50.40297678180125,9.250028691288042,20.59780727627548,30.416969766079315
2070,7.216854128645739,50.59210636075939,9.30567026085144,20.66598604880422,30.503312099216433
2071,7.240593299360911,50.756383627797845,9.35988760511247,20.722704310947663,30.570730433815296
2072,7.261172065378338,50.895659674665445,9.414214426747417,20.767757827303466,30.61871242764809
2073,7.278016211568812,51.00988067563068,9.468703226390852,20.800969026058844,30.646768522203477
2074,7.291228076301713,51.09910239636601,9.524009598961472,20.822192321270713,30.654439173410683
2075,7.301039296838464,51.16350553834606,9.578638304118149,20.831319804709523,30.64130270237975
2076,7.307901760018213,51.20341175964714,9.637489593789844,20.828287254802433,30.606983710323675
2077,7.312939406823528,51.21930017334194,9.700133259308187,20.813080396113843,30.551161984374275
2078,7.3138156409203035,51.211824081336985,9.767260015646576,20.785741327448136,30.4735818020346
2079,7.311942733036836,51.18182765483266,9.840096726514332,20.746375020184445,30.374061521734955
2080,7.308567461602035,51.130362223094956,9.919662630232585,20.695155771064055,30.2525033256574
2081,7.303754237171903,51.05870178061144,10.002777125302938,20.632333475618722,30.108902959050774
2082,7.292994921267642,50.96835726988143,10.097021335854349,20.558239570109148,29.943359288141387
2083,7.283763993400999,50.86108914417453,10.202240192916857,20.473292471652293,29.756083477005458
2084,7.269657892571706,50.739058796735996,10.32595683478606,20.378002328654272,29.547407563034845
2085,7.253638855252247,50.60443339743194,10.4661307515744,20.272974877282063,29.317792191579358
2086,7.238119582165558,50.458747572281396,10.619527905216342,20.15891418513106,29.067833253726626
2087,7.222460048048662,50.304108982088295,10.793995502538461,20.036624051150483,28.798267157751646
2088,7.214164273993104,50.14315114708077,10.995120235718646,19.907007822018244,28.509974455335996
2089,7.200836071043372,49.980989250676906,11.217516677666646,19.77106638030332,28.203981539035325
2090,7.18507510688394,49.823897931759966,11.46461812024616,19.629894059768986,27.881460128492105
2091,7.175808840570623,49.67246581651246,11.75246183707719,19.484672248963495,27.54372427038287
2092,7.171013801047252,49.53264436946985,12.071719380583742,19.336660456781747,27.192224591890366
2093,7.167070427346654,49.407031860349456,12.436545411538818,19.187184633981808,26.82853957043967
2094,7.171762580640556,49.307405680155206,12.851968155985128,19.037622573772648,26.454363614359814
2095,7.175376963884405,49.23133573791841,13.316004537207583,18.889386253656433,26.071491790846153
2096,7.191176478612762,49.18093678927127,13.825056021563698,18.74390103082366,25.68180108988549
2097,7.210777679140309,49.15796687298142,14.376122090844547,18.602581665644006,25.28722817638844
2098,7.233348993476868,49.172393183241184,15.014353255764693,18.46680522317217,24.88974365827876
2099,7.268453431633177,49.22207783794675,15.697418214776793,18.337880991928742,24.491322986178794
2100,7.313761163539582,49.31400074000266,16.469299960956157,18.21701766308936,24.093914200832646
