time,Sum_steel_inflow,Sum_conc_inflow,Sum_engwood_inflow,Sum_dimlum_inflow,Sum_masonry_inflow
2017,24.52961334128201,115.1971659530277,37.29414771210342,69.01592831981253,26.328565507239826
2018,24.406841223268934,113.93309434835948,38.064203445578165,68.86515251208799,26.02703040456999
2019,24.273878457090056,112.4919151247456,38.99862691801624,68.72229905368604,25.682642774349908
2020,24.12232349995636,110.81474815764327,40.11167523002692,68.56922919624876,25.281588627709237
2021,23.942838481752624,108.83855898343879,41.41584391955635,68.38510099483622,24.80910895405703
2022,23.722946738438136,106.48792979428637,42.91557614075825,68.13957387169697,24.247657801942314
2023,23.456274761555715,103.71904078448739,44.62050835005391,67.81864765185742,23.586964945396417
2024,23.139357949798896,100.50649704781807,46.53807021578746,67.41515777419242,22.821058718775475
2025,22.77059622463264,96.8406438950721,48.66880745055892,66.92520828606851,21.94769320601037
2026,22.349703408012022,92.72748088728935,51.002065862260736,66.34591483093573,20.96837451330793
2027,21.87644255907026,88.18585695027895,53.50970698518668,65.67095901081153,19.887777280164297
2028,21.35719999365385,83.27567248267847,56.15982011689743,64.90984116439817,18.720141267282532
2029,20.8020821455607,78.08392828773287,58.91274988395746,64.07980197660255,17.486076982473268
2030,20.223253837211892,72.71531857277955,61.720800643612165,63.201600964643745,16.21038624252945
2031,19.63255094758202,67.27971216983171,64.52642602533659,62.29316966682394,14.919176965332552
2032,19.037712187849564,61.875797609179166,67.25463289439585,61.35862961217376,13.636149859194832
2033,18.45074986785801,56.614959490328246,69.84718682183441,60.41621417241487,12.38777189725616
2034,17.88342827898846,51.598420223963345,72.2579969370953,59.486006344606224,11.198022188052859
2035,17.34499656845231,46.905760300146184,74.4508278838901,58.5837957962938,10.085752960884392
2036,16.84330111456184,42.59582467561654,76.40699933187041,57.725431061371104,9.064817412465384
2037,16.3873022032379,38.711622644304086,78.13884069308516,56.935859397028494,8.145062486614382
2038,15.97873682045512,35.2608822836639,79.64959015557078,56.22008947608515,7.328246567690159
2039,15.61599883878138,32.23109421331624,80.94371723313556,55.575008533010596,6.611419377626842
2040,15.296124714475331,29.59780150653336,82.03138262775391,54.99526243083357,5.988797633846785
2041,15.014910059042109,27.328064871262953,82.92455520690632,54.47275754625519,5.452610619874615
2042,14.76674436769869,25.38323335954035,83.63182498522202,53.99519154115856,4.993798589505772
2043,14.547144440887028,23.725761241338322,84.16932506979887,53.55461983650776,4.603477450768277
2044,14.352051026704153,22.3192021943229,84.55507379667856,53.14454308850538,4.272998006728387
2045,14.177607723265714,21.128960120690046,84.8061488414697,52.758778552401566,3.9941504211891683
2046,14.024802507911,20.129722317279242,84.9657335571542,52.408586429562625,3.760599222358071
2047,13.908362333616509,19.31715423074502,85.15849387680308,52.15621104727486,3.5700036894099774
2048,13.82954646760117,18.66902451716171,85.42551059401465,52.013164196405434,3.4167658005720676
2049,13.785598547809812,18.16094223362575,85.77852155645769,51.97493145838738,3.295100693447142
2050,13.774254261606265,17.772595191889895,86.22755244260313,52.03788226798398,3.2001881898180873
2051,13.791789881539854,17.484791208825328,86.76931393121045,52.19202226835073,3.1276105616142336
2052,13.829249793123818,17.27446967284961,87.36375407208386,52.40677548431493,3.0724462149395566
2053,13.883651376757577,17.128489077317475,88.00513359822183,52.67350500710778,3.0317075300971417
2054,13.954106883893267,17.03798425752128,88.69863776335539,52.99104268957988,3.003282091885914
2055,14.039902572360678,16.995640127957692,89.44869648465395,53.35850245810603,2.985425221806483
