time,Sum_steel_inflow,Sum_conc_inflow,Sum_engwood_inflow,Sum_dimlum_inflow,Sum_masonry_inflow
2017,35.15539070616557,171.62749812737545,47.050294619000624,96.1589912678862,39.126770145034776
2018,34.746169755713375,169.7165696289354,46.48761483001449,94.98362846398953,38.631831023133884
2019,34.353355652704934,167.9025188551733,45.94399629813767,93.84231864599285,38.14752465335137
2020,33.973640801603295,166.17264823647122,45.41441669037269,92.7237892688113,37.66860155921553
2021,33.60981528738978,164.54474661151218,44.90189061044926,91.63298353538131,37.19627252873286
2022,33.28197040741579,163.12226103337028,44.43238160443878,90.6213975445466,36.750461162477514
2023,32.99545994150828,161.93779886944554,44.01193787545749,89.69950153635752,36.33418486211772
2024,32.75079995550407,161.00163947061236,43.639910435136294,88.8637015419749,35.94449063900023
2025,32.5489194154277,160.32767547928228,43.31592710590258,88.1105024970341,35.57815887776908
2026,32.384741375328645,159.90201502930458,43.031312483303566,87.41899073002207,35.22458730711654
2027,32.23414343977829,159.61828275972326,42.75181605216341,86.71583858594569,34.85175134658022
2028,32.0923795053316,159.46703469885145,42.468716152191604,85.97921008011096,34.44812929595091
2029,31.96145043300159,159.47413637224705,42.181911605637396,85.20419446985927,34.008630824817764
2030,31.843719921898998,159.6693994847379,41.89141138227199,84.38547060425806,33.52758084624586
2031,31.74985068682076,160.12657863144588,41.607739762248485,83.53820644772364,33.00698285980891
2032,31.715189023624692,161.04774674910752,41.3731073705887,82.74004553445243,32.472760486040556
2033,31.752514156582176,162.52643056966465,41.19924151435849,82.00585614113065,31.924982056225232
2034,31.86722795911652,164.62215641098638,41.08764803977105,81.32902745434859,31.35458895739615
2035,32.06509804464733,167.39862130057557,41.03991050742951,80.70241049506406,30.75184542706046
2036,32.343526567965114,170.87646616331915,41.046799150196954,80.09740417234303,30.098712622974627
2037,32.673279656291,174.93078031670916,41.06611437049821,79.42255922255244,29.354559358219767
2038,33.04878334293261,179.55093513240473,41.08753331562253,78.65193237213539,28.505643896554883
2039,33.471538596593525,184.75401877220187,41.1113797720374,77.78333316229617,27.54920004554308
2040,33.94120986233094,190.53503940955835,41.137783620772524,76.81800703957816,26.486378781294444
2041,34.44967264265385,196.83023127639981,41.16003240446491,75.74927855382977,25.31909371122381
2042,34.968990572081886,203.44249055161498,41.15121995099348,74.53990159356002,24.04385317367263
2043,35.484031476212095,210.22499878211357,41.10368699235937,73.19553805523705,22.676972808377926
2044,35.98257251783153,217.0313768369311,41.016044174529625,71.73868605785721,21.244262794443568
2045,36.45057296358436,223.69358014830328,40.88667730007144,70.19512183059358,19.775324110057216
2046,36.89714630952411,230.18331367886194,40.74034927346313,68.63672422450009,18.31338572647649
2047,37.40712410391328,236.96288775686995,40.68227936218881,67.26446016497304,16.930968259535373
2048,37.999591089781795,244.11457785119455,40.73989068494094,66.13755953453213,15.654265105307203
2049,38.67177815534983,251.59572454749048,40.91450801218464,65.26724529506087,14.49344052024962
2050,39.42275152927675,259.3855288317174,41.207685348478684,64.6614391858089,13.454837465543806
2051,40.23661955196048,267.37356895974705,41.60382337302475,64.29785633719501,12.53569641700048
2052,41.04704148267817,275.11620645471277,42.03481091961575,64.07229224967757,11.716622731400497
2053,41.837345205971566,282.49933961502626,42.48398166450799,63.96024331966818,10.993929078256235
2054,42.60909119796672,289.5380020064911,42.952143893085186,63.96119456785347,10.365981486895647
2055,43.36513170711938,296.2626408466443,43.44026246993738,64.0722897097059,9.828443893110062
2056,44.10646386118729,302.69540991902784,43.94668769572588,64.28510592506878,9.37456862288469
2057,44.82615689200056,308.8061228080282,44.46151373780623,64.57833176253762,8.994983105797072
2058,45.525265241117275,314.61992290222724,44.98269978592655,64.94195321433061,8.681771690113248
2059,46.20750748408921,320.18039730577004,45.5108318558861,65.36973590583735,8.427512148705924
2060,46.87639957288884,325.52913669999924,46.046398667252426,65.85554094238258,8.225014583168425
2061,47.515915863397304,330.57065635980894,46.570929946175795,66.36665992465859,8.064283252206227
2062,48.05144353082058,334.7990375751201,47.00902369665221,66.79038620597433,7.926670080836631
2063,48.46484651462996,338.0983359211771,47.34113860799541,67.09479044058439,7.80444733713447
2064,48.75698885928427,340.4840021652483,47.5664919047698,67.2749904742601,7.693470819154164
2065,48.92860967853748,341.9698652231402,47.684308311077004,67.32641518905912,7.5899172700220765
2066,48.99844369592194,342.6947678481377,47.71148178162071,67.26974612948581,7.493100578358282
2067,49.03988816395152,343.17949392546296,47.71819663597323,67.20094829628653,7.410861287780147
2068,49.07229466386637,343.5664640910131,47.722074618550266,67.14202513979068,7.342942364940527
2069,49.096661728296965,343.86864826386466,47.72305458626451,67.09048615322301,7.286775430955267
2070,49.113726383582026,344.09618430766386,47.72099392928638,67.04412884663665,7.240208076713358
2071,49.13975002898377,344.3671583526854,47.73097526238173,67.02246986541158,7.20374791993511
2072,49.23828667504341,345.1305321652114,47.814112413732474,67.10988178183297,7.185084154261651
2073,49.42578919224398,346.50474784921624,47.98584417442694,67.32677830753518,7.185200589699014
2074,49.70272880609458,348.49566036139544,48.24618757414505,67.6721555697204,7.203005975551566
2075,50.06929908448524,351.10668087965917,48.59497591539647,68.14495221445597,7.237594717981788
2076,50.495916984491224,354.13199501404904,49.00321512592467,68.70385122377589,7.283947714459734
2077,50.86410736223606,356.7419462681215,49.35572177531431,69.18687085554863,7.324420853764683
2078,51.14364114527009,358.72539042995123,49.62301282574447,69.5523306158008,7.354265112454926
2079,51.333866683107885,360.07847107884686,49.80433268505199,69.7988835360811,7.373062091232151
