Tract,W1F,W2F,S1LF,S1MF,S1HF,S2LF,S2MF,S2HF,S3F,S4LF,S4MF,S4HF,S5LF,S5MF,S5HF,C1LF,C1MF,C1HF,C2LF,C2MF,C2HF,C3LF,C3MF,C3HF,PC1F,PC2LF,PC2MF,PC2HF,RM1LF,RM1MF,RM2LF,RM2MF,RM2HF,URMLF,URMMF,MHF,TotalSqft
19001960100,1527.06921386719,146.641235351563,18.3790702819824,0,0,33.2223587036133,0,0,87.6489028930664,47.4792327880859,0,0,57.2223205566406,0,0,12.4185352325439,0,0,70.3021011352539,0,0,9.89977359771729,0,0,90.3957443237305,11.2385234832764,0,0,23.0211009979248,0,1.9299396276474,0,0,433.246856689453,0,89.3799896240234,2659.49462890625
19001960200,1222.21423339844,66.8811721801758,10.183201789856,0,0,19.1621742248535,0,0,43.2658729553223,23.4200687408447,0,0,28.2001895904541,0,0,7.00568580627441,0,0,34.6796455383301,0,0,5.27348327636719,0,0,41.7734260559082,5.27348327636719,0,0,11.8201112747192,0,0.547452807426453,0,0,240.320831298828,0,15.2600002288818,1775.28112792969
19001960300,1991.51220703125,143.571395874023,22.6298789978027,0,0,43.5994567871094,0,0,84.0000152587891,45.4134407043457,0,0,55.5058898925781,0,0,12.4932479858398,0,0,59.3711318969727,0,0,5.79757690429688,0,0,71.6323089599609,7.72770118713379,0,0,22.7738914489746,0,1.89743781089783,0,0,440.754425048828,0,21.7999992370605,3030.47973632813
19003950100,1205.80041503906,57.3283004760742,9.08642768859863,0,0,17.5102272033691,0,0,43.9154396057129,23.6748027801514,0,0,28.4705429077148,0,0,8.7070837020874,0,0,40.0817680358887,0,0,6.53971481323242,0,0,54.0065956115723,7.80111503601074,0,0,9.90693473815918,0,0.472559988498688,0,0,224.107086181641,0,11.9899997711182,1749.39892578125
19003950200,1436.77673339844,137.920654296875,20.8606338500977,0,0,39.5417518615723,0,0,80.4597091674805,43.4699249267578,0,0,53.151424407959,0,0,11.5320825576782,0,0,55.4893226623535,0,0,5.56710720062256,0,0,67.7614059448242,7.40450191497803,0,0,22.6409358978271,0,1.48880195617676,0,0,385.973937988281,0,58.8600006103516,2428.89916992188
19005960100,1453.46411132813,75.1289749145508,10.621729850769,0,0,21.2866878509521,0,0,41.2624053955078,22.2835655212402,0,0,27.1060924530029,0,0,6.55904674530029,0,0,31.4201831817627,0,0,3.18035984039307,0,0,35.6750297546387,4.01511001586914,0,0,14.1591396331787,0,1.24262118339539,0,0,281.504913330078,0,251.789978027344,2280.7001953125
19005960200,1350.02355957031,79.7871704101563,15.0878877639771,0,0,27.5850887298584,0,0,53.421070098877,28.8953533172607,0,0,34.9798316955566,0,0,10.2286109924316,0,0,44.0195465087891,0,0,6.43768501281738,0,0,54.2215919494629,6.92593479156494,0,0,15.1353588104248,0,0.802318811416626,0,0,289.387023925781,0,176.580001831055,2193.51831054688
19005960300,2345.494140625,241.348480224609,30.6250019073486,0,0,59.1728401184082,0,0,129.024963378906,69.712776184082,0,0,84.7730178833008,0,0,16.9136333465576,0,0,89.9370193481445,0,0,8.75580883026123,0,0,106.164016723633,11.1313648223877,0,0,42.9974784851074,0,2.07793688774109,0,0,668.241455078125,0,183.119995117188,4089.48974609375
19005960400,1929.84313964844,66.3104782104492,10.1394519805908,0,0,18.9449138641357,0,0,39.984790802002,21.622091293335,0,0,26.2029514312744,0,0,5.56046485900879,0,0,28.6403789520264,0,0,3.65309286117554,0,0,33.7342414855957,3.79034304618835,0,0,10.126748085022,0,0.97930520772934,0,0,289.994659423828,0,477.419982910156,2966.94653320313
19005960500,1747.89184570313,129.373245239258,18.7080135345459,0,0,35.4127006530762,0,0,82.8861694335938,44.940299987793,0,0,54.2792167663574,0,0,13.6239213943481,0,0,67.8907241821289,0,0,9.83196067810059,0,0,84.7768402099609,10.6667108535767,0,0,26.7495670318604,0,0.98334002494812,0,0,433.936340332031,0,31.6100006103516,2793.56103515625
19007950100,1504.4296875,67.3550415039063,12.918288230896,0,0,24.1337032318115,0,0,38.2762794494629,20.73073387146,0,0,25.1489849090576,0,0,7.31190729141235,0,0,29.4768733978271,0,0,3.41064095497131,0,0,32.0709190368652,3.41064095497131,0,0,13.3108587265015,0,0.820255637168884,0,0,269.896240234375,0,150.419998168945,2203.12109375
19007950200,1197.23913574219,41.3490295410156,7.83211040496826,0,0,14.9163522720337,0,0,29.3129730224609,15.8423910140991,0,0,19.3573150634766,0,0,3.98826694488525,0,0,19.6804962158203,0,0,2.57793402671814,0,0,23.0743808746338,2.57793402671814,0,0,6.20979404449463,0,1.22116327285767,0,0,188.426773071289,0,138.429992675781,1712.0361328125
