Year,Year,US_pop_SSP1,US_pop_SSP2,US_pop_SSP3,US_pop_SSP4,US_pop_SSP5,US_gdp_SSP1,US_gdp_SSP2,US_gdp_SSP3,US_gdp_SSP4,US_gdp_SSP5,FA_SSP1,FA_SSP2,FA_SSP3,FA_SSP4,FA_SSP5
1919.0,1919.0,104388721.4002151,104388721.40012187,104388721.39963874,104388721.3999545,104388721.40063266,7552.470000000001,7552.470000000001,7552.470000000001,7552.470000000001,7552.470000000001,14.90712114903642,14.908328526410488,14.906134946321295,14.907561120487337,14.910298790758707
1920.0,1920.0,106021537.0,106021537.0,106021537.00000001,106021537.00000001,106021537.00000001,7381.950000000001,7381.950000000001,7381.950000000001,7381.950000000001,7381.950000000001,14.757950298605577,14.759145594135417,14.756973964506921,14.758385867400117,14.76109614267311
1921.0,1921.0,107749381.40429594,107749381.40441862,107749381.40505432,107749381.40463887,107749381.40374655,7076.58,7076.58,7076.58,7076.58,7076.58,14.491368415841025,14.492542120016127,14.490409717859295,14.491796116688635,14.494457434605268
1922.0,1922.0,109550688.90409796,109550688.90435968,109550688.90571585,109550688.90482955,109550688.90292591,7365.42,7365.42,7365.42,7365.42,7365.42,14.729584908202838,14.730777906324215,14.728610450652146,14.730019639813202,14.73272470583279
1923.0,1923.0,111397099.52990001,111397099.5303008,111397099.53237744,111397099.53102027,111397099.52810532,8195.4,8195.4,8195.4,8195.4,8195.4,15.397465985633788,15.398713077666665,15.396447343415721,15.397920429204477,15.400748150579172
1924.0,1924.0,113260253.31219591,113260253.3127194,113260253.31543171,113260253.31365912,113260253.30985183,8286.75,8286.75,8286.75,8286.75,8286.75,15.461622237252493,15.462874525513305,15.46059935067943,15.462078574340964,15.464918077917835
1925.0,1925.0,115111790.2814796,115111790.28209306,115111790.28527154,115111790.28319427,115111790.2787326,8352.87,8352.87,8352.87,8352.87,8352.87,15.505772713482012,15.507028577636557,15.50474690606662,15.506230353634628,15.509077965382186
1926.0,1926.0,116923350.46824493,116923350.46889928,116923350.47228967,116923350.47007392,116923350.46531479,8778.300000000001,8778.300000000001,8778.300000000001,8778.300000000001,8778.300000000001,15.825277818708235,15.826559560644833,15.824230873957449,15.825744888791387,15.82865117717004
1927.0,1927.0,118666573.90298572,118666573.90361553,118666573.9068788,118666573.90474615,118666573.90016548,8743.500000000002,8743.500000000002,8743.500000000002,8743.500000000002,8743.500000000002,15.791885429319702,15.793164466695652,15.790840693692868,15.79235151385428,15.79525166977004
1928.0,1928.0,120313100.6161959,120313100.6167194,120313100.61943173,120313100.61765914,120313100.61385183,8734.800000000001,8734.800000000001,8734.800000000001,8734.800000000001,8734.800000000001,15.778759710435766,15.780037684716497,15.777715843163143,15.779225407576789,15.782123152970803
1929.0,1929.0,121834570.63836938,121834570.63868837,121834570.6403412,121834570.639261,121834570.63694094,9172.410000000002,9172.410000000002,9172.410000000002,9172.410000000002,9172.410000000002,16.10000242012232,16.101306412920447,16.09893730056652,16.10047759848057,16.103434339607034
1930.0,1930.0,123202623.99999999,123202624.0,123202623.99999999,123202624.0,123202624.0,8256.3,8256.3,8256.3,8256.3,8256.3,15.398814990935833,15.400062192230802,15.397796259482591,15.399269474325951,15.402097443431344
1931.0,1931.0,124398859.25258651,124398859.25214975,124398859.24988666,124398859.25136568,124398859.25454238,7711.680000000001,7711.680000000001,7711.680000000001,7711.680000000001,7711.680000000001,14.959397165317885,14.960608776701736,14.95840750421261,14.95983867965582,14.962585950330036
1932.0,1932.0,125444709.03164734,125444709.03070511,125444709.02582292,125444709.02901362,125444709.03586674,6546.750000000002,6546.750000000002,6546.750000000002,6546.750000000002,6546.750000000002,13.961537656619804,13.962668448041338,13.960614010400578,13.961949719957445,13.96451373522924
1933.0,1933.0,126371564.49370575,126371564.49225149,126371564.4847163,126371564.48964083,126371564.50021794,6324.9,6324.9,6324.9,6324.9,6324.9,13.757802238302059,13.75891652851535,13.756892070511629,13.758208288560471,13.76073488811887
1934.0,1934.0,127210816.79528491,127210816.79337427,127210816.78347428,127210816.78994429,127210816.80384092,6852.12,6852.12,6852.12,6852.12,6852.12,14.225474667272858,14.226626835834903,14.224533559929258,14.225894520503939,14.228507007385188
1935.0,1935.0,127993857.09290816,127993857.09065889,127993857.07900436,127993857.08662105,127993857.10298051,7699.500000000001,7699.500000000001,7699.500000000001,7699.500000000001,7699.500000000001,14.936697668103019,14.937907440985311,14.935709508755595,14.937138512501521,14.939881614401555
1936.0,1936.0,128752076.54309878,128752076.54069085,128752076.52821413,128752076.53636815,128752076.55388169,8454.660000000002,8454.660000000002,8454.660000000002,8454.660000000002,8454.660000000002,15.532585726041454,15.533843761882355,15.531558144840623,15.533044157589426,15.535896693424798
1937.0,1937.0,129516866.30238003,129516866.3000555,129516866.28801109,129516866.29588257,129516866.31278932,9091.500000000002,9091.500000000002,9091.500000000002,9091.500000000002,9091.500000000002,16.01080406635813,16.0121008346945,16.00974484791287,16.011276612127787,16.01421697203945
1938.0,1938.0,130319617.52727509,130319617.52533825,130319617.51530266,130319617.5218613,130319617.53594829,8523.39,8523.39,8523.39,8523.39,8523.39,15.579836731048998,15.58109859390434,15.578806023876892,15.580296557166669,15.583157770590578
1939.0,1939.0,131191721.37430733,131191721.37312463,131191721.36699647,131191721.37100145,131191721.37960355,9099.33,9099.33,9099.33,9099.33,9099.33,16.010421524560794,16.011718261909536,16.009362331396634,16.01089405902805,16.013834348717705
1940.0,1940.0,132164568.99999999,132164569.0,132164568.99999999,132164568.99999999,132164568.99999999,9837.090000000002,9837.090000000002,9837.090000000002,9837.090000000002,9837.090000000002,16.539658720832357,16.540998322859338,16.538564515169472,16.540146875289132,16.543184358621698
1941.0,1941.0,133266537.35135794,133266537.35298234,133266537.36139902,133266537.3558984,133266537.34408388,11174.28,11174.28,11174.28,11174.28,11174.28,17.444823588149514,17.44623650248638,17.443669499922397,17.445338457786853,17.448542173325993
1942.0,1942.0,134513946.53731263,134513946.54081985,134513946.55899248,134513946.54711598,134513946.5216071,12332.25,12332.25,12332.25,12332.25,12332.25,18.17735795681335,18.178830201539792,18.176155406639737,18.17789444657964,18.181232691005746
1943.0,1943.0,135920102.45727718,135920102.4626934,135920102.49075752,135920102.47241655,135920102.43302298,13391.039999999999,13391.039999999999,13391.039999999999,13391.039999999999,13391.039999999999,18.811330030721056,18.812853622948243,18.810085539133144,18.81188523162983,18.815339904129537
1944.0,1944.0,137498311.0106645,137498311.01778367,137498311.05467132,137498311.03056383,137498310.97878465,14268.870000000003,14268.870000000003,14268.870000000003,14268.870000000003,14268.870000000003,19.31304301615884,19.314607243783612,19.311765332957552,19.313613024693748,19.31715983607977
1945.0,1945.0,139261878.09688774,139261878.1052714,139261878.148711,139261878.12032157,139261878.0593454,13913.039999999999,13913.039999999999,13913.039999999999,13913.039999999999,13913.039999999999,19.101975834924804,19.10352296751134,19.100712115158245,19.102539613972453,19.1060476632223
1946.0,1946.0,141224109.61536002,141224109.6243375,141224109.67085388,141224109.64045364,141224109.57515857,12589.770000000002,12589.770000000002,12589.770000000002,12589.770000000002,12589.770000000002,18.30906698648028,18.310549898738845,18.307855722772455,18.309607363472658,18.31296979621362
1947.0,1947.0,143398311.4654943,143398311.4741626,143398311.51907703,143398311.48972377,143398311.42667732,12229.59,12229.59,12229.59,12229.59,12229.59,18.078928217443682,18.080392489999255,18.077732178920755,18.079461802085074,18.08278197017334
1948.0,1948.0,145797789.54670364,145797789.5539275,145797789.59135762,145797789.5668956,145797789.51435494,12666.33,12666.33,12666.33,12666.33,12666.33,18.33820451452981,18.33968978674144,18.336991323232922,18.33874575151383,18.34211353526208
1949.0,1949.0,148435849.75840122,148435849.76281306,148435849.7856729,148435849.77073312,148435849.73864478,12277.440000000002,12277.440000000002,12277.440000000002,12277.440000000002,12277.440000000002,18.08985663706043,18.091321794761747,18.088659875654635,18.09039054429171,18.09371271924657
1950.0,1950.0,151325797.99999997,151325798.0,151325798.0,151325798.0,151325798.0,13259.67,13259.67,13259.67,13259.67,13259.67,18.67335509981707,18.674867517017717,18.672119736304428,18.673906228571823,18.677335562020367
1951.0,1951.0,154470259.75098163,154470259.74492085,154470259.71351722,154470259.73404068,154470259.77812204,14029.620000000003,14029.620000000003,14029.620000000003,14029.620000000003,14029.620000000003,19.109527095535118,19.11107483978039,19.108262876555976,19.110091097611335,19.113600533224208
1952.0,1952.0,157829138.81110206,157829138.79801536,157829138.7302072,157829138.77452242,157829138.86970478,14305.410000000003,14305.410000000003,14305.410000000003,14305.410000000003,14305.410000000003,19.25398011442573,19.255539558427344,19.2527063390998,19.25454837998528,19.25808434399203
1953.0,1953.0,161351658.56018573,161351658.539975,161351658.43525377,161351658.50369304,161351658.65069032,14717.790000000003,14717.790000000003,14717.790000000003,14717.790000000003,14717.790000000003,19.47227500295151,19.473852127408218,19.47098678615959,19.472849711376252,19.476425764725555
1954.0,1954.0,164987042.37805718,164987042.35149118,164987042.2138406,164987042.30380046,164987042.4970207,14366.31,14366.31,14366.31,14366.31,14366.31,19.262715374193323,19.264275525737872,19.26144102125243,19.263283897693125,19.26682146558866
